family,image_id,true_label,target_class,target_correct,bbox_area_quartile,bbox_area_fraction_source,person_attribution_mass,person_area_fraction_transformed,person_attribution_mass_lift,pointing_game,deletion_auc,insertion_auc,random_deletion_auc,deletion_selectivity_gap,locked_target_probability,recomputed_target_probability,probability_parity_absolute_error,matched_occlusion_available,person_occlusion_drop,matched_context_occlusion_drop,person_minus_context_occlusion_drop,matched_person_fraction,full_crop_js_divergence,full_crop_prediction_agreement,full_crop_target_probability_difference,target_vs_alternative_attribution_spearman
convnext_small_full,p1_00036,running,running,True,Q2,0.2608218666479932,0.690225451736344,0.5019331951530612,1.3751340983253046,True,0.7219394445419312,0.9570463498433432,0.9085275799036027,0.18658813536167151,0.9942181702910415,0.994221826394399,3.6561033575077673e-06,True,0.198394775390625,-0.004868646462758308,0.2032634218533833,0.9922970021838395,0.008289045521264235,True,0.03749350706736254,-0.28733000625387467
convnext_small_full,p1_00147,standing,standing,True,Q1,0.0728265817023213,0.11416212184786195,0.14668367346938777,0.778287856771511,False,0.09388816409640034,0.543516134904409,0.41717244529293873,0.3232842811965384,0.5073916417870703,0.5073210000991821,7.064168788817327e-05,True,-0.2442310253779093,0.19229669372240704,-0.43652771910031635,1.0,0.2991650258873785,False,0.2961801290512085,-0.02986271892050143
convnext_small_full,p1_00234,standing,standing,True,Q2,0.2825817093493861,0.4166080885436223,0.45350366709183676,0.9186432630527265,True,0.26714385283024356,0.43287556205953787,0.3635396277299151,0.09639577489967155,0.761552718243593,0.7614452441533407,0.00010747409025235743,True,0.6785759832710028,0.22207037607828783,0.456505607192715,1.0,0.00414792855113281,True,0.07958485682805383,-0.7011848217083798
convnext_small_full,p1_00397,sitting,sitting,True,Q4,0.6917124750533945,0.7588794536499732,0.8214285714285714,0.9238532479217065,True,0.20941231062946217,0.8672805987298489,0.6748116726676624,0.4653993620382002,0.9035441452644822,0.9035417437553406,2.4015091416584866e-06,True,-0.045263806978861454,0.04726543029149377,-0.09252923727035522,0.21739130434782608,0.01066516408622584,True,0.06432930628458655,-0.8086280230733216
convnext_small_full,p1_00425,standing,standing,True,Q3,0.3464044317469166,0.8712365521681902,0.6179846938775511,1.4098028006189083,True,0.5202798105621088,0.6609911685111001,0.5695726481421539,0.0492928375800451,0.9853926243310077,0.9853918353716532,7.889593545140627e-07,True,0.4109912117322285,-0.006741027037302727,0.41773223876953125,0.6181630546955624,0.0028651524084810634,True,0.011304040749867794,-0.7838939408964634
convnext_small_full,p1_00741,standing,standing,True,Q4,0.4692583402260821,0.701453433748713,0.6339285714285714,1.1065180926740263,True,0.6147991857180993,0.9389756957689921,0.733767467737198,0.1189682820190987,0.9998666663607011,0.9998666644096375,1.951063643979012e-09,True,0.007175306479136112,0.0010546445846557617,0.00612066189448035,0.5774647887323944,0.00010649196046308932,True,0.0005674362182617188,-0.5728937728937729
convnext_small_full,p1_00749,walking,walking,True,Q3,0.3767829044210953,0.13497067668927898,0.45089285714285715,0.29934090671681673,False,0.6771656788885593,0.7879453628013531,0.7052032835781574,0.02803760468959815,0.9950272075880607,0.9950282176335653,1.010045504568069e-06,True,0.13527462879816698,0.9262711256742477,-0.7909964968760808,1.0,0.00014149965402066955,True,0.0017291506131489331,-0.7193763269107097
convnext_small_full,p1_00849,sitting,sitting,True,Q3,0.3225281924102756,0.8377246349958334,0.53125,1.5768934305803923,True,0.08558449903503061,0.7690324874594808,0.37701020178695527,0.29142570275192464,0.9177530523714066,0.9177459875742594,7.0647971471826665e-06,True,0.7921215246121088,0.15582861502965284,0.636292909582456,0.8823529411764706,0.013851368219864862,True,0.05866537491480506,-0.1378069552637093
convnext_small_full,p1_00862,walking,walking,True,Q1,0.0976658990203008,0.7417976165181283,0.17637914540816327,4.205699119368768,True,0.5144746142361933,0.9737742404143015,0.9869588027397791,0.47248418850358576,0.9995628607716751,0.9995627800623575,8.070931756254396e-08,True,0.9242443939050038,-0.00014724334081017698,0.924391637245814,1.0,0.3056201948093984,False,0.650256981452306,-0.3964327041474858
convnext_small_full,p1_01079,running,running,True,Q1,0.11734556244942,0.7371330517370691,0.2350127551020408,3.1365661468757784,True,0.7615779941280683,0.9857105632623038,0.8015253762404124,0.039947382112344165,0.997034340672739,0.9970343311627706,9.509968368348609e-09,True,0.3249181310335796,-0.0026211142539978027,0.3275392452875774,1.0,0.009991614986526998,True,0.038027485211690304,-0.4794570160577115
convnext_small_full,p1_01317,walking,walking,True,Q2,0.2568887643990056,0.7693746753231601,0.4732142857142857,1.625848370494225,True,0.7059289261698724,0.9518147955338159,0.9529586712519327,0.24702974508206033,0.9716439328357825,0.9716493487358093,5.4159000267839374e-06,True,0.11469896634419763,-7.635354995727539e-05,0.1147753198941549,1.0,0.001271228077795747,True,0.012825032075246212,-0.5418917153091969
convnext_small_full,p1_01497,walking,walking,True,Q2,0.167881118349048,0.7321437680372762,0.3330078125,2.1985783532849585,True,0.3981177239368359,0.7661285820106665,0.685936646660169,0.28781892272333304,0.9728346130677133,0.9728346864382426,7.337052920775022e-08,True,0.892573448518912,-0.009651919205983517,0.9022253677248955,1.0,0.4124816284303369,False,0.8233752399682999,-0.1336095880305946
convnext_small_full,p1_01572,sitting,sitting,True,Q1,0.0617409676985116,0.47484753252490375,0.12555803571428573,3.7818967923761218,False,0.27897611161073055,0.8753325462341309,0.4905282353361448,0.21155212372541427,0.981884790621163,0.9818876584370931,2.8678159301742667e-06,True,0.7697485586007436,-0.017962952454884773,0.7877115110556284,1.0,0.07768548253892632,True,0.25783803065617883,-0.4385148577609413
convnext_small_full,p1_01646,standing,standing,True,Q2,0.2584342371438732,0.7240818680415179,0.4823022959183674,1.5013029673905454,True,0.34676436831553775,0.9636845926443737,0.6195864001909892,0.27282203187545145,0.9997072712140129,0.9997072815895081,1.0375495129721912e-08,True,0.7460019141435623,0.003674030303955078,0.7423278838396072,1.0,0.000408126182100264,True,0.0016782085100809363,-0.6561797796899843
convnext_small_full,p1_01658,sitting,sitting,True,Q4,0.4386294708875354,0.9322666512060476,0.7568359375,1.2317949043032164,True,0.4273838624358177,0.8816644325852394,0.8231731990973155,0.39578933666149774,0.986551534482361,0.9865515828132629,4.833090194722445e-08,True,0.03680709997812903,-0.008053958415985107,0.04486105839411414,0.32129032258064516,0.0002306541723344842,True,0.005379954973856571,-0.5622961932333216
convnext_small_full,p1_01663,sitting,walking,False,Q4,0.4505914407230196,0.6425864727471409,0.5401785714285714,1.1895815693831369,True,0.25268041392167406,0.8152270739277203,0.7399357299009959,0.4872553159793218,0.9420787702878181,0.9420978824297587,1.9112141940613725e-05,True,0.8840646135310332,0.21292191743850708,0.6711426960925261,0.8512396694214877,0.006076689235923932,True,0.040182650089263916,-0.8001608640698609
convnext_small_full,p1_01845,sitting,sitting,True,Q4,0.4653696588255067,0.9717416383085533,0.7691326530612245,1.2634252809849185,True,0.7449281210700671,0.9473158943156401,0.7299174363414448,-0.015010684728622326,0.9957373978118751,0.9957382082939148,8.10482039703686e-07,True,0.006306111812591553,-0.0018151203791300086,0.008121232191721561,0.30016583747927034,2.5600094027596712e-05,True,0.0008460084597269324,-0.405251951845028
convnext_small_full,p1_01881,sitting,sitting,True,Q2,0.2887106940261923,0.4322508178744437,0.25892857142857145,1.669382469032334,False,0.3755163539821903,0.7879742110768952,0.4734490916132927,0.09793273763110238,0.6929887783412714,0.6929887930552164,1.4713945062361233e-08,True,0.5321488728125889,0.4858937164147694,0.04625515639781952,1.0,0.0028299110059226374,True,0.07124735911687208,-0.44411914327764446
convnext_small_full,p1_01899,sitting,sitting,True,Q2,0.2347677107778117,0.9042310830453199,0.44154575892857145,2.0478762727547717,True,0.17223296660619475,0.8290416210889817,0.5425947164495786,0.3703617498433838,0.9990969466334613,0.9990968704223633,7.621109798794379e-08,True,0.959437495097518,0.0035509268442789343,0.955886568253239,1.0,0.0003439309948211537,True,0.0023009777069091797,-0.6661318455910714
convnext_small_full,p1_01974,standing,standing,True,Q1,0.0333788499468972,0.12706142908406204,0.06796077806122448,1.8696288169272426,False,0.4377387948334217,0.7492481404294571,0.6739710964262486,0.23623230159282693,0.8625597022535808,0.862562358379364,2.656125783206953e-06,True,0.10667308171590173,0.07337729136149085,0.03329579035441088,1.0,0.011703669747714186,True,0.019267280896504757,-0.3942765567765567
convnext_small_full,p1_02033,sitting,standing,False,Q2,0.2737001720467734,0.7821701725761003,0.416015625,1.8801461425303445,True,0.8503052194913228,0.9266372958819071,0.9103385210037233,0.060033301512400494,0.8651919682919901,0.865320881207784,0.00012891291579397723,True,0.41299414634704595,0.15926254789034533,0.2537315984567006,1.0,0.04622602044189684,True,0.132451593875885,-0.5428946187765524
convnext_small_full,p1_02397,sitting,sitting,True,Q2,0.1637516549369382,0.7391524885159747,0.30564413265306123,2.4183434574711495,True,0.1652482001421352,0.9664933820565541,0.8954322059949238,0.7301840058527886,0.9983581409747445,0.9983581701914469,2.9216702390755245e-08,True,0.6094565689563751,-0.0008925000826518481,0.610349069039027,1.0,2.454544225857844e-05,True,0.000616610050201416,-0.43053558590241614
convnext_small_full,p1_02507,walking,walking,True,Q1,0.0386891215293582,0.4083971082808288,0.07928093112244898,5.151265285344109,True,0.4057903598683576,0.8528192068139713,0.6312954957286516,0.22550513586029403,0.9971404697316611,0.9971404671669006,2.564760515078035e-09,True,0.04156204064687097,0.0030690630276998254,0.03849297761917114,1.0,0.4933897690719823,False,0.8715381572643915,-0.4462454212454211
