image_id,image_path,label,split,width,height,aspect_ratio,image_url,file_name,sha256,phash,original_split
252219,data/images/252219.jpg,walking_running,val,,,1.4953271028037385,http://images.cocodataset.org/val2017/000000252219.jpg,252219.jpg,1cf48bddb1bcab80d9f4d18514ae438c3e4f57d18e80c4fbea9d5d22396f514a,c54c1c18cb67f2ab,val
386912,data/images/386912.jpg,sitting,train,,,1.3333333333333333,http://images.cocodataset.org/val2017/000000386912.jpg,386912.jpg,e4d58abb24655f12e70e056631e96915a142e1e60fb0b1f75372269bad764828,f4bf02601c2ec4fe,train
308394,data/images/308394.jpg,sitting,test,,,1.4953271028037385,http://images.cocodataset.org/val2017/000000308394.jpg,308394.jpg,f95ec5582f5310a2dd6effb247286f48ce479b5c44d94690faf586ab2e435215,ccb005ceb984ee9b,test
456496,data/images/456496.jpg,sitting,test,,,1.5023474178403755,http://images.cocodataset.org/val2017/000000456496.jpg,456496.jpg,5ab2ab206221f51dfcdcd1b140afc1af6f2a33af3f6c26c9c11e1a1e716d71e7,e767acb8e1c710b0,test
185250,data/images/185250.jpg,standing,val,,,0.6234375,http://images.cocodataset.org/val2017/000000185250.jpg,185250.jpg,6b92c69bab355b6355112014b745db91f09ecd591e0bf7d9f8da5fe40e1e03d7,f9eece80818d8f0e,val
356427,data/images/356427.jpg,standing,train,,,1.4988290398126465,http://images.cocodataset.org/val2017/000000356427.jpg,356427.jpg,a56e6d03e3390fae54ef3a1eff49116a31eea935a3caf8636327af7550f074a9,92d4e6d8d2ac89d3,train
266409,data/images/266409.jpg,walking_running,test,,,1.3333333333333333,http://images.cocodataset.org/val2017/000000266409.jpg,266409.jpg,6f29db689ebb18bdf8fbb06524077f6e88e058e7d8d114483ec8dc8d43f76c65,e4139be42534d2ed,test
515579,data/images/515579.jpg,walking_running,test,,,1.5060240963855422,http://images.cocodataset.org/val2017/000000515579.jpg,515579.jpg,c601be638b7641469dcb58adf5c14a04d8ebc349f6ca403be5bfd8ef2dfab49e,880f8f5ad327d863,test
551215,data/images/551215.jpg,walking_running,train,,,0.75,http://images.cocodataset.org/val2017/000000551215.jpg,551215.jpg,e41b973323287a1781814b3a8356b7b971a89b031191932d26d74d6123696877,e6db590666691c2b,train
57597,data/images/57597.jpg,walking_running,train,,,1.5023474178403755,http://images.cocodataset.org/val2017/000000057597.jpg,57597.jpg,003280b50c99124750084f25939f305f3fefbd9e3caf5002a456249242b154c0,d16c3621b793c5c6,train
399462,data/images/399462.jpg,walking_running,train,,,0.6651884700665188,http://images.cocodataset.org/val2017/000000399462.jpg,399462.jpg,1f6880864c82aa166366f3687cf86d918871c110dc3c931acd3fc1d5adcacf49,acac9232b63998db,train
494869,data/images/494869.jpg,standing,train,,,0.6671875,http://images.cocodataset.org/val2017/000000494869.jpg,494869.jpg,0beffebf8bf7e3d5561249474de3e457cae990b1ffd56165a19380d4cfc0c00a,d21acd569e8c9993,train
